appid,name,positive_ratings,negative_ratings,owners,reviews
859680,Deep Space Waifu: FANTASY,815,28,50000,0.966785290628707
860950,Mark of the Ninja: Remastered,802,47,100000,0.944640753828033
863550,HITMAN™ 2,10814,1756,10000000,0.86030230708035
866440,What Never Was,1824,78,200000,0.9589905362776026
871720,Ultimate Custom Night,7723,429,1000000,0.9473748773307163
873240,Hentai Memory,611,62,50000,0.9078751857355126
878750,Hentai Girl,4662,450,500000,0.9119718309859155
880950,爱上火车-Pure Station- / Maitetsu:Pure Station,855,25,50000,0.9715909090909091
882790,天命奇御 Fate Seeker,2799,228,200000,0.9246778989098117
883710,RESIDENT EVIL 2 / BIOHAZARD RE:2,24950,1075,2000000,0.9586935638808838
884660,Cuisine Royale,9657,2964,2000000,0.765153315902068
888090,TREE,1119,69,100000,0.9419191919191919
888790,Sabbat of the Witch,521,2,20000,0.9961759082217974
893030,Music Racer,1133,95,50000,0.9226384364820847
897330,Coloring Pixels,1154,45,500000,0.9624687239366139
899970,NEKOPARA Extra,1527,29,100000,0.9813624678663239
904740,东方试闻广纪 ~ Perfect Memento of Touhou Question,567,24,100000,0.9593908629441624
906390,Return.,571,52,100000,0.9165329052969502
909080,Cube Escape: Paradox,1578,53,500000,0.967504598405886
915460,ULTIMATE HARDBASS DEFENCE,680,65,50000,0.912751677852349
922460,Cheeky Chooks,637,43,200000,0.9367647058823529
927890,Hentai Girl Linda,1476,90,100000,0.9425287356321839
931500,Touhou Genso Wanderer -Reloaded- / 不可思议的幻想乡TOD -RELOADED- / 不思議の幻想郷TOD -RELOADED-,703,31,50000,0.9577656675749319
934840,FrostRunner,1269,66,200000,0.950561797752809
939400,LoveChoice 拣爱,1257,71,50000,0.9465361445783133
942970,Unheard,5222,288,500000,0.9477313974591651
963690,Hentai Girl Betty,1705,134,100000,0.9271343121261555
977950,A Dance of Fire and Ice,1451,119,200000,0.924203821656051
980300,One Finger Death Punch 2,736,25,50000,0.9671484888304862
995460,Miracle snack shop 기적의 분식집,1079,29,50000,0.973826714801444
998930,Seek Girl,613,52,50000,0.9218045112781955
1002560,Tiny Snow,653,29,20000,0.9574780058651027
1004240,Hentai Girl Karen,522,19,50000,0.9648798521256932
1008710,Wet Girl,1720,76,100000,0.9576837416481069
1010870,最后的47小时 - The Last 47 Hours,552,28,20000,0.9517241379310345
1021950,When the Darkness comes,2966,301,200000,0.9078665442301805
1031480,東方幕華祭 春雪篇 ～ Fantastic Danmaku Festival Part II,619,19,20000,0.9702194357366771
1043180,Lovers of Aether,651,29,100000,0.9573529411764706
1046030,ISLANDERS,1490,77,200000,0.9508615188257817
